IND_NAME,DIM_GEO_NAME,DIM_1_CODE,VALUE_NUMERIC
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,African Region,SEX_BTSX,9.5
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),African Region,,2499.561035
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),African Region,,34.79824829
Average of 15 International Health Regulations core capacity scores,African Region,,50.34609985
Density of dentists (per 10 000 population) ,African Region,,0.200000003
Density of medical doctors (per 10 000 population) ,African Region,,2.599999905
Density of nursing and midwifery personnel (per 10 000 population) ,African Region,,11.30000019
Density of pharmacists (per 10 000 population) ,African Region,,0.400000006
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),African Region,,72.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),African Region,,7.25
Healthy life expectancy at birth (years),African Region,SEX_MLE,54.61728287
Healthy life expectancy at birth (years),African Region,SEX_BTSX,55.15623856
Healthy life expectancy at birth (years),African Region,SEX_FMLE,55.69903183
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),African Region,,2.529999971
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),African Region,SEX_FMLE,22.0
Life expectancy at birth (years),African Region,SEX_MLE,61.7413063
Life expectancy at birth (years),African Region,SEX_FMLE,65.37137604
Life expectancy at birth (years),African Region,SEX_BTSX,63.55244064
Malaria incidence (per 1000 population at risk),African Region,,222.6140137
Maternal mortality ratio (per 100 000 live births),African Region,,531.4680786
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),African Region,,45.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),African Region,SEX_BTSX,46.68215942
Mortality rate due to homicide (per 100 000 population),African Region,,9.565525055
Mortality rate from unintentional poisoning (per 100 000 population),African Region,,1.223900199
Neonatal mortality rate (per 1000 live births),African Region,SEX_BTSX,26.2924099
New HIV infections (per 1000 uninfected population),African Region,SEX_BTSX,0.569999993
Number of cases of poliomyelitis caused by wild poliovirus (WPV),African Region,,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),African Region,,68.0
Population with household expenditures on health > 10% of total household expenditure or income (%),African Region,,8.609999657
Population with household expenditures on health > 25% of total household expenditure or income (%),African Region,,2.589999914
Prevalence of anaemia in women of reproductive age (15–49 years) (%),African Region,SEX_FMLE,40.40000153
Prevalence of obesity among children and adolescents (5–19 years) (%),African Region,SEX_BTSX,3.971290112
Prevalence of overweight in children under 5 (%),African Region,,3.900000095
Prevalence of stunting in children under 5 (%),African Region,,31.0
Prevalence of wasting in children under 5 (%),African Region,,5.5
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",African Region,,21.32503128
Proportion of births attended by skilled health personnel (%),African Region,,74.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,African Region,,20.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,African Region,,33.0
Proportion of population using a hand-washing facility with soap and water (%),African Region,,25.53486061
Proportion of population using safely-managed drinking-water services (%),African Region,,33.26433182
Proportion of population using safely-managed sanitation services (%),African Region,,25.60288048
Proportion of population with primary reliance on clean fuels and technology (%),African Region,,23.79999924
Proportion of safely treated domestic wastewater flows (%),African Region,,23.98484039
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),African Region,SEX_FMLE,58.18685913
Reported number of people requiring interventions against NTDs,African Region,,579196352.0
Road traffic mortality rate (per 100 000 population),African Region,,19.39999962
Suicide mortality rate (per 100 000 population),African Region,,7.214167118
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),African Region,SEX_BTSX,4.524209976
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",African Region,,5.345126152
Tuberculosis incidence (per 100 000 population),African Region,,208.0
UHC: Service coverage index,African Region,,44.38965988
Under-five mortality rate (per 1000 live births),African Region,SEX_BTSX,69.63683319
Adolescent birth rate (per 1000 women),Albania,AGEGROUP_YEARS10-14,0.289999992
Adolescent birth rate (per 1000 women),Albania,AGEGROUP_YEARS15-19,11.78999996
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Albania,SEX_BTSX,92.48287201
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Albania,SEX_BTSX,41.79999924
Age-standardized prevalence of obesity among adults (18+ years) (%),Albania,SEX_BTSX,23.36018944
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Albania,SEX_BTSX,21.89999962
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Albania,,30.30220032
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Albania,,16.57698059
Average of 15 International Health Regulations core capacity scores,Albania,,94.80000305
Density of dentists (per 10 000 population) ,Albania,,10.33399963
Density of medical doctors (per 10 000 population) ,Albania,,18.82600021
Density of nursing and midwifery personnel (per 10 000 population) ,Albania,,58.31200027
Density of pharmacists (per 10 000 population) ,Albania,,10.86200047
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Albania,,97.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Albania,,9.140000343
Healthy life expectancy at birth (years),Albania,SEX_BTSX,66.68795776
Healthy life expectancy at birth (years),Albania,SEX_MLE,65.73588562
Healthy life expectancy at birth (years),Albania,SEX_FMLE,67.75841522
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Albania,,0.289999992
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Albania,SEX_FMLE,15.0
Life expectancy at birth (years),Albania,SEX_MLE,74.36082459
Life expectancy at birth (years),Albania,SEX_BTSX,76.39089203
Life expectancy at birth (years),Albania,SEX_FMLE,78.61238861
Maternal mortality ratio (per 100 000 live births),Albania,,8.276450157
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Albania,,93.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Albania,SEX_BTSX,3.200000048
Mortality rate due to homicide (per 100 000 population),Albania,,3.511884451
Mortality rate from unintentional poisoning (per 100 000 population),Albania,,0.214211568
Neonatal mortality rate (per 1000 live births),Albania,SEX_BTSX,6.963813782
New HIV infections (per 1000 uninfected population),Albania,SEX_BTSX,0.02
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Albania,,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Albania,,87.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Albania,,8.850000381
Population with household expenditures on health > 25% of total household expenditure or income (%),Albania,,1.409999967
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Albania,SEX_FMLE,24.79999924
Prevalence of obesity among children and adolescents (5–19 years) (%),Albania,SEX_BTSX,7.522630215
Prevalence of overweight in children under 5 (%),Albania,,13.39999962
Prevalence of stunting in children under 5 (%),Albania,,8.300000191
Prevalence of wasting in children under 5 (%),Albania,,1.600000024
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Albania,,11.40356255
Proportion of births attended by skilled health personnel (%),Albania,,100.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Albania,,6.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Albania,,13.0
Proportion of population using safely-managed drinking-water services (%),Albania,,70.73606873
Proportion of population using safely-managed sanitation services (%),Albania,,56.34648895
Proportion of population with primary reliance on clean fuels and technology (%),Albania,,84.59999847
Proportion of safely treated domestic wastewater flows (%),Albania,,19.46665955
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Albania,SEX_FMLE,6.300000191
Reported number of people requiring interventions against NTDs,Albania,,0.0
Road traffic mortality rate (per 100 000 population),Albania,,10.80000019
Suicide mortality rate (per 100 000 population),Albania,,2.84951973
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Albania,SEX_BTSX,5.109350204
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Albania,,1.289999962
Tuberculosis incidence (per 100 000 population),Albania,,15.0
UHC: Service coverage index,Albania,,63.76895142
Under-five mortality rate (per 1000 live births),Albania,SEX_BTSX,9.438022614
Adolescent birth rate (per 1000 women),Algeria,AGEGROUP_YEARS15-19,11.0
Adolescent birth rate (per 1000 women),Algeria,AGEGROUP_YEARS10-14,0.0
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Algeria,SEX_BTSX,49.746521
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Algeria,SEX_BTSX,36.20000076
Age-standardized prevalence of obesity among adults (18+ years) (%),Algeria,SEX_BTSX,23.81498909
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Algeria,SEX_BTSX,21.20000076
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Algeria,,1.417999983
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Algeria,,22.85498047
Average of 15 International Health Regulations core capacity scores,Algeria,,72.33329773
Density of dentists (per 10 000 population) ,Algeria,,1.643000007
Density of medical doctors (per 10 000 population) ,Algeria,,9.868000031
Density of nursing and midwifery personnel (per 10 000 population) ,Algeria,,3.160000086
Density of pharmacists (per 10 000 population) ,Algeria,,0.504999995
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Algeria,,77.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Algeria,,8.819999695
Healthy life expectancy at birth (years),Algeria,SEX_BTSX,65.54819489
Healthy life expectancy at birth (years),Algeria,SEX_FMLE,64.79364014
Healthy life expectancy at birth (years),Algeria,SEX_MLE,66.37520599
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Algeria,,0.079999998
Life expectancy at birth (years),Algeria,SEX_MLE,75.50643158
Life expectancy at birth (years),Algeria,SEX_FMLE,76.63874817
Life expectancy at birth (years),Algeria,SEX_BTSX,75.9776535
Malaria incidence (per 1000 population at risk),Algeria,,0.0
Maternal mortality ratio (per 100 000 live births),Algeria,,77.6947937
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Algeria,,71.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Algeria,SEX_BTSX,4.099999905
Mortality rate due to homicide (per 100 000 population),Algeria,,1.642333031
Mortality rate from unintentional poisoning (per 100 000 population),Algeria,,0.509044409
Neonatal mortality rate (per 1000 live births),Algeria,SEX_BTSX,15.15845966
New HIV infections (per 1000 uninfected population),Algeria,SEX_BTSX,0.050000001
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Algeria,,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Algeria,,74.0
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Algeria,SEX_FMLE,33.29999924
Prevalence of obesity among children and adolescents (5–19 years) (%),Algeria,SEX_BTSX,15.25953007
Prevalence of overweight in children under 5 (%),Algeria,,11.89999962
Prevalence of stunting in children under 5 (%),Algeria,,8.600000381
Prevalence of wasting in children under 5 (%),Algeria,,2.700000048
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Algeria,,13.94211483
Proportion of births attended by skilled health personnel (%),Algeria,,98.80000305
Proportion of population using a hand-washing facility with soap and water (%),Algeria,,84.80410004
Proportion of population using safely-managed drinking-water services (%),Algeria,,70.59793091
Proportion of population using safely-managed sanitation services (%),Algeria,,62.41009903
Proportion of population with primary reliance on clean fuels and technology (%),Algeria,,99.69999695
Proportion of safely treated domestic wastewater flows (%),Algeria,,76.18772888
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Algeria,SEX_FMLE,66.30000305
Reported number of people requiring interventions against NTDs,Algeria,,5780.0
Road traffic mortality rate (per 100 000 population),Algeria,,18.29999924
Suicide mortality rate (per 100 000 population),Algeria,,2.185741186
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Algeria,SEX_BTSX,0.612709999
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Algeria,,0.050000001
Tuberculosis incidence (per 100 000 population),Algeria,,51.0
UHC: Service coverage index,Algeria,,74.11164093
Under-five mortality rate (per 1000 live births),Algeria,SEX_BTSX,21.7527504
Adolescent birth rate (per 1000 women),Andorra,AGEGROUP_YEARS15-19,0.50999999
Adolescent birth rate (per 1000 women),Andorra,AGEGROUP_YEARS10-14,0.0
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Andorra,SEX_BTSX,31.0
Age-standardized prevalence of obesity among adults (18+ years) (%),Andorra,SEX_BTSX,18.09918022
Age-standardized prevalence of tobacco use among persons 15 years and older (%) ,Andorra,SEX_BTSX,36.29999924
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Andorra,,8.881329536
Density of dentists (per 10 000 population) ,Andorra,,8.925999641
Density of medical doctors (per 10 000 population) ,Andorra,,36.26200104
Density of nursing and midwifery personnel (per 10 000 population) ,Andorra,,43.65399933
Density of pharmacists (per 10 000 population) ,Andorra,,11.01799965
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Andorra,,98.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Andorra,,15.72999954
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Andorra,,0.02
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Andorra,SEX_FMLE,83.0
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Andorra,,96.0
Neonatal mortality rate (per 1000 live births),Andorra,SEX_BTSX,1.336300969
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Andorra,,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Andorra,,95.0
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Andorra,SEX_FMLE,12.10000038
Prevalence of obesity among children and adolescents (5–19 years) (%),Andorra,SEX_BTSX,11.15231037
Proportion of births attended by skilled health personnel (%),Andorra,,100.0
Proportion of population using safely-managed drinking-water services (%),Andorra,,90.63999939
Proportion of population using safely-managed sanitation services (%),Andorra,,100.0
Proportion of population with primary reliance on clean fuels and technology (%),Andorra,,100.0
Proportion of safely treated domestic wastewater flows (%),Andorra,,100.0
Reported number of people requiring interventions against NTDs,Andorra,,1.0
Road traffic mortality rate (per 100 000 population),Andorra,,2.5
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Andorra,SEX_BTSX,11.05154037
Tuberculosis incidence (per 100 000 population),Andorra,,5.800000191
UHC: Service coverage index,Andorra,,78.86248016
Under-five mortality rate (per 1000 live births),Andorra,SEX_BTSX,2.687715054
Adolescent birth rate (per 1000 women),Angola,AGEGROUP_YEARS10-14,10.65999985
Adolescent birth rate (per 1000 women),Angola,AGEGROUP_YEARS15-19,162.6499939
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Angola,SEX_BTSX,142.8416901
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Angola,SEX_BTSX,38.70000076
Age-standardized prevalence of obesity among adults (18+ years) (%),Angola,SEX_BTSX,11.47373009
Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending plan (constant 2020 US$ millions),Angola,,16.64419937
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Angola,,32.32398987
Average of 15 International Health Regulations core capacity scores,Angola,,57.46670151
Contact coverage of treatment services for alcohol use disorders (%),Angola,ALCOHOL,0.406216562
Density of dentists (per 10 000 population) ,Angola,,0.048
Density of medical doctors (per 10 000 population) ,Angola,,2.443000078
Density of nursing and midwifery personnel (per 10 000 population) ,Angola,,12.64700031
Density of pharmacists (per 10 000 population) ,Angola,,0.272000015
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Angola,,42.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Angola,,8.779999733
Healthy life expectancy at birth (years),Angola,SEX_FMLE,54.73113251
Healthy life expectancy at birth (years),Angola,SEX_BTSX,53.76187134
Healthy life expectancy at birth (years),Angola,SEX_MLE,52.80322266
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Angola,,4.570000172
Life expectancy at birth (years),Angola,SEX_BTSX,62.13113403
Life expectancy at birth (years),Angola,SEX_MLE,60.00746155
Life expectancy at birth (years),Angola,SEX_FMLE,64.25583649
Malaria incidence (per 1000 population at risk),Angola,,235.9244843
Maternal mortality ratio (per 100 000 live births),Angola,,221.9064941
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Angola,,25.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Angola,SEX_BTSX,48.90000153
Mortality rate due to homicide (per 100 000 population),Angola,,8.701286316
Mortality rate from unintentional poisoning (per 100 000 population),Angola,,0.976464868
Neonatal mortality rate (per 1000 live births),Angola,SEX_BTSX,26.02643013
New HIV infections (per 1000 uninfected population),Angola,SEX_BTSX,0.439999998
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Angola,,0.0
Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year olds (%),Angola,,24.0
Population with household expenditures on health > 10% of total household expenditure or income (%),Angola,,35.52999878
Population with household expenditures on health > 25% of total household expenditure or income (%),Angola,,12.47999954
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Angola,SEX_FMLE,44.5
Prevalence of obesity among children and adolescents (5–19 years) (%),Angola,SEX_BTSX,4.43708992
Prevalence of overweight in children under 5 (%),Angola,,3.900000095
Prevalence of stunting in children under 5 (%),Angola,,43.59999847
Prevalence of wasting in children under 5 (%),Angola,,4.900000095
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Angola,,24.5902729
Proportion of births attended by skilled health personnel (%),Angola,,49.59999847
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months (%) ,Angola,,25.0
Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime (%) ,Angola,,38.0
Proportion of population with primary reliance on clean fuels and technology (%),Angola,,50.0
Proportion of women of reproductive age who have their need for family planning satisfied with modern methods (%),Angola,SEX_FMLE,29.79999924
Reported number of people requiring interventions against NTDs,Angola,,8672543.0
Road traffic mortality rate (per 100 000 population),Angola,,15.0
Suicide mortality rate (per 100 000 population),Angola,,7.910066128
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Angola,SEX_BTSX,6.171989918
"Total net official development assistance to medical research and basic health sectors per capita (US$), by recipient country ",Angola,,1.190000057
Tuberculosis incidence (per 100 000 population),Angola,,333.0
UHC: Service coverage index,Angola,,36.72917175
Under-five mortality rate (per 1000 live births),Angola,SEX_BTSX,66.87378693
Adolescent birth rate (per 1000 women),Antigua and Barbuda,AGEGROUP_YEARS10-14,0.310000002
Adolescent birth rate (per 1000 women),Antigua and Barbuda,AGEGROUP_YEARS15-19,32.50999832
Age-standardized mortality rate attributed to household and ambient air pollution  (per 100 000 population) ,Antigua and Barbuda,SEX_BTSX,19.25864983
Age-standardized prevalence of hypertension among adults aged 30–79 years (%),Antigua and Barbuda,SEX_BTSX,42.59999847
Age-standardized prevalence of obesity among adults (18+ years) (%),Antigua and Barbuda,SEX_BTSX,33.25090027
Annual mean concentrations of fine particulate matter (PM2.5) in urban areas (µg/m3),Antigua and Barbuda,,8.424920082
Average of 15 International Health Regulations core capacity scores,Antigua and Barbuda,,56.20000076
Density of dentists (per 10 000 population) ,Antigua and Barbuda,,0.448000014
Density of medical doctors (per 10 000 population) ,Antigua and Barbuda,,28.97900009
Density of nursing and midwifery personnel (per 10 000 population) ,Antigua and Barbuda,,95.76499939
Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-olds (%),Antigua and Barbuda,,99.0
Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),Antigua and Barbuda,,15.53999996
Healthy life expectancy at birth (years),Antigua and Barbuda,SEX_MLE,65.90071869
Healthy life expectancy at birth (years),Antigua and Barbuda,SEX_BTSX,66.52281952
Healthy life expectancy at birth (years),Antigua and Barbuda,SEX_FMLE,67.03334808
Hepatitis B surface antigen (HBsAg) prevalence among children under 5 years (%),Antigua and Barbuda,,0.189999998
Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girls (%),Antigua and Barbuda,SEX_FMLE,2.0
Life expectancy at birth (years),Antigua and Barbuda,SEX_BTSX,76.91526794
Life expectancy at birth (years),Antigua and Barbuda,SEX_FMLE,78.41726685
Life expectancy at birth (years),Antigua and Barbuda,SEX_MLE,75.20633698
Maternal mortality ratio (per 100 000 live births),Antigua and Barbuda,,21.2479496
Measles-containing-vaccine second-dose (MCV2) immunization coverage by the locally recommended age (%),Antigua and Barbuda,,91.0
Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population),Antigua and Barbuda,SEX_BTSX,2.5
Mortality rate due to homicide (per 100 000 population),Antigua and Barbuda,,5.834946156
Mortality rate from unintentional poisoning (per 100 000 population),Antigua and Barbuda,,0.517156661
Neonatal mortality rate (per 1000 live births),Antigua and Barbuda,SEX_BTSX,5.348889828
Number of cases of poliomyelitis caused by wild poliovirus (WPV),Antigua and Barbuda,,0.0
Prevalence of anaemia in women of reproductive age (15–49 years) (%),Antigua and Barbuda,SEX_FMLE,17.20000076
Prevalence of obesity among children and adolescents (5–19 years) (%),Antigua and Barbuda,SEX_BTSX,24.44212914
"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70 (%)",Antigua and Barbuda,,18.50157738
Proportion of births attended by skilled health personnel (%),Antigua and Barbuda,,99.0
Proportion of population with primary reliance on clean fuels and technology (%),Antigua and Barbuda,,100.0
Reported number of people requiring interventions against NTDs,Antigua and Barbuda,,48.0
Road traffic mortality rate (per 100 000 population),Antigua and Barbuda,,7.5
Suicide mortality rate (per 100 000 population),Antigua and Barbuda,,1.439987183
Total alcohol per capita (≥ 15 years of age) consumption (litres of pure alcohol),Antigua and Barbuda,SEX_BTSX,8.513589859
Tuberculosis incidence (per 100 000 population),Antigua and Barbuda,,1.200000048
UHC: Service coverage index,Antigua and Barbuda,,75.79522705
Under-five mortality rate (per 1000 live births),Antigua and Barbuda,SEX_BTSX,9.504297256
